Chrom (mm10),Start (mm10),End (mm10),Assembly (original),Chrom (original),Start (original),End (original),VISTA identifier,Limb-activity,Considered in ML
chr11,95339209,95341128,hg19,chr17,47837234,47839185,hs1666,negative,yes
chr11,95355809,95358196,mm9,chr11,95217123,95219510,mm142,negative,yes
chr11,96292066,96292580,hg19,chr17,46682250,46682768,hs933,negative,yes
chr11,96741476,96742609,hg19,chr17,46226552,46227693,hs697,negative,yes
chr11,96826222,96827190,hg19,chr17,46128998,46130037,hs2066,negative,yes
chr11,96872256,96874454,mm9,chr11,96733570,96735768,mm1299,negative,yes
chr11,96883318,96887851,mm9,chr11,96744632,96749165,mm876,negative,yes
chr11,98157859,98158466,hg19,chr17,37566364,37566971,hs479,negative,yes
chr11,98339002,98339485,hg19,chr17,37774485,37774988,hs627,negative,yes
chr11,98377499,98380382,hg19,chr17,37815763,37818960,hs2162,negative,yes
chr11,98391902,98395006,hg19,chr17,37831124,37834530,hs1769,negative,yes
chr11,98747152,98751430,hg19,chr17,38224836,38229126,hs2218,negative,yes
chr11,98901653,98906641,mm9,chr11,98762967,98767955,mm1323,negative,yes
chr11,101801412,101802123,hg19,chr17,41640235,41640900,hs730,negative,yes
chr11,101829827,101831016,hg19,chr17,41668736,41669927,hs729,negative,yes
chr11,101867302,101868287,hg19,chr17,41705022,41706087,hs731,negative,yes
chr11,102363033,102364797,hg19,chr17,42343451,42345142,hs1855,negative,yes
chr11,102592757,102596210,hg19,chr17,42624802,42626014,hs1693,negative,yes
chr11,103049822,103053302,mm9,chr11,102911136,102914616,mm1384,negative,yes
chr11,104642398,104643585,hg19,chr17,45368528,45369514,hs2033,negative,yes
chr11,106134085,106135839,hg19,chr17,61751592,61755090,hs1856,negative,yes
chr11,107762173,107764184,mm9,chr11,107623487,107625498,mm1348,negative,yes
chr11,109269058,109271055,hg19,chr17,63161262,63164266,hs1517,negative,yes
chr11,111563100,111564002,mm9,chr11,111424414,111425316,mm627,positive,yes
chr11,111568522,111569439,mm9,chr11,111429836,111430753,mm628,negative,yes
chr11,111627111,111628109,mm9,chr11,111488425,111489423,mm629,negative,yes
chr11,111647327,111648996,mm9,chr11,111508641,111510310,mm630,negative,yes
chr11,111666051,111667477,mm9,chr11,111527365,111528791,mm631,negative,yes
chr11,111781021,111781954,mm9,chr11,111642335,111643268,mm632,negative,yes
chr11,111827913,111829224,hg19,chr17,68999469,69000768,hs1467,positive,yes
chr11,111961102,111962964,mm9,chr11,111822416,111824278,mm633,negative,yes
chr11,112027527,112029618,hg19,chr17,69253289,69254911,hs1489,negative,yes
chr11,112411865,112413667,mm9,chr11,112273179,112274981,mm634,positive,yes
chr11,112449529,112451421,mm9,chr11,112310843,112312735,mm1285,negative,yes
chr11,112780251,112781039,mm9,chr11,112641565,112642353,mm635,negative,yes
chr11,113013633,113014961,mm9,chr11,112874947,112876275,mm636,positive,yes
chr11,113733041,113734346,hg19,chr17,71287045,71288497,hs2375,negative,yes
chr11,113981121,113983291,hg19,chr17,71536599,71539247,hs2241,negative,yes
chr11,115670279,115671107,hg19,chr17,73347819,73348933,hs2023,negative,yes
chr11,116319003,116319995,mm9,chr11,116180317,116181309,mm339,negative,yes
chr11,117343025,117348116,mm9,chr11,117204339,117209430,mm1309,negative,yes
chr11,117865410,117867678,mm9,chr11,117726724,117728992,mm780,negative,yes
chr12,5266438,5269568,mm9,chr12,5273244,5276374,mm1338,negative,yes
chr12,8385675,8387404,hg19,chr2,20778294,20779806,hs2384,negative,yes
chr12,9337518,9339602,hg19,chr2,19774115,19776218,hs1273,positive,yes
chr12,9368204,9369316,hg19,chr2,19740634,19741760,hs1276,negative,yes
chr12,9550104,9551456,hg19,chr2,19578175,19579415,hs1290,negative,yes
chr12,12179096,12179918,mm9,chr12,12185902,12186724,mm103,negative,yes
chr12,12707412,12712118,mm9,chr12,12714218,12718924,mm1310,negative,yes
chr12,25123956,25126085,hg19,chr2,8781394,8783591,hs1527,negative,yes
chr12,25891577,25892365,hg19,chr2,7774393,7775070,hs388,positive,yes
chr12,26450825,26452318,hg19,chr2,7025512,7027025,hs2015,negative,yes
chr12,27563453,27566845,hg19,chr2,5549618,5553025,hs1496,negative,yes
chr12,28816805,28818905,hg19,chr2,3268196,3270849,hs1385,negative,yes
chr12,31309963,31311477,hg19,chr7,107587162,107588892,hs2081,positive,yes
chr12,33955274,33957221,hg19,chr7,19157694,19159713,hs1878,negative,yes
chr12,33964467,33967814,hg19,chr7,19146921,19150251,hs1880,negative,yes
chr12,34199631,34200877,hg19,chr7,18885971,18887230,hs644,positive,yes
chr12,34215261,34216362,hg19,chr7,18874272,18875369,hs2307,positive,yes
chr12,34219670,34221315,hg19,chr7,18868716,18870405,hs2306,positive,yes
chr12,36793077,36795300,hg19,chr7,16043133,16045391,hs1740,negative,yes
chr12,38435535,38436645,hg19,chr7,14379627,14380740,hs816,negative,yes
chr12,39301105,39302162,hg19,chr7,13506207,13507276,hs550,negative,yes
chr12,39341790,39342580,hg19,chr7,13450920,13451719,hs749,negative,yes
chr12,44402519,44405770,mm9,chr12,45503506,45506757,mm16,negative,yes
chr12,46020363,46021772,hg19,chr14,26377372,26378803,hs428,negative,yes
chr12,47464984,47466845,hg19,chr14,27553786,27555661,hs1127,negative,yes
chr12,48010973,48011714,hg19,chr14,28036097,28036839,hs736,negative,yes
chr12,48388113,48389934,hg19,chr14,28398563,28400621,hs1075,negative,yes
chr12,48634484,48635346,hg19,chr14,28599596,28600469,hs604,negative,yes
chr12,49374506,49376068,hg19,chr14,29226075,29227673,hs1064,negative,yes
chr12,49510396,49511504,hg19,chr14,29365021,29366135,hs539,negative,yes
chr12,49886734,49888068,hg19,chr14,29613303,29614728,hs944,negative,yes
chr12,49944709,49946539,hg19,chr14,29684896,29686744,hs566,negative,yes
chr12,49973353,49975979,hg19,chr14,29710885,29713340,hs1539,negative,yes
chr12,49991792,49994219,hg19,chr14,29743374,29745881,hs1168,negative,yes
chr12,50119060,50121598,hg19,chr14,29857930,29860548,hs1523,negative,yes
chr12,50157459,50158808,hg19,chr14,29894197,29895582,hs1193,negative,yes
chr12,50171720,50172961,hg19,chr14,29911320,29912514,hs1201,negative,yes
chr12,50190555,50191885,hg19,chr14,29927484,29928818,hs598,negative,yes
chr12,50260206,50261402,hg19,chr14,29960491,29962005,hs1062,negative,yes
chr12,50294630,50296354,hg19,chr14,29997171,29998891,hs555,negative,yes
chr12,50970036,50971348,hg19,chr14,30712025,30713336,hs343,negative,yes
chr12,51001401,51003291,hg19,chr14,30741750,30743626,hs433,negative,yes
chr12,51274163,51276029,hg19,chr14,30989066,30990943,hs791,negative,yes
chr12,52228848,52229426,mm9,chr12,53329835,53330413,mm292,negative,yes
chr12,52833658,52837423,hg19,chr14,32940050,32944094,hs1647,negative,yes
chr12,53623550,53625385,hg19,chr14,33818699,33820785,hs527,negative,yes
chr12,53663102,53665614,mm9,chr12,54764089,54766601,mm701,negative,yes
chr12,53872242,53873017,hg19,chr14,34068299,34069069,hs345,negative,yes
chr12,53874311,53876622,mm9,chr12,54975298,54977609,mm1188,negative,yes
chr12,53926314,53927018,hg19,chr14,34122328,34123032,hs346,negative,yes
chr12,54000471,54001518,hg19,chr14,34202106,34203129,hs347,negative,yes
chr12,54161495,54163193,hg19,chr14,34385301,34386834,hs1676,negative,yes
chr12,54532609,54534941,mm9,chr12,55633596,55635928,mm506,negative,yes
chr12,55614270,55615258,hg19,chr14,36020024,36020998,hs348,negative,yes
chr12,55643542,55644223,hg19,chr14,36042961,36043666,hs349,negative,yes
chr12,56114128,56116274,hg19,chr14,36581685,36583834,hs350,negative,yes
chr12,56386862,56388474,hg19,chr14,36814302,36815937,hs592,negative,yes
chr12,56440796,56441827,hg19,chr14,36893320,36894326,hs879,negative,yes
chr12,56454748,56456277,hg19,chr14,36907561,36909195,hs984,negative,yes
chr12,56458078,56460488,hg19,chr14,36911162,36914360,hs1538,negative,yes
chr12,56481967,56483344,hg19,chr14,36933150,36934532,hs704,negative,yes
chr12,56520183,56521029,hg19,chr14,36973775,36974585,hs1166,negative,yes
chr12,57291377,57292384,hg19,chr14,37726340,37727348,hs593,negative,yes
chr12,71532268,71534767,mm9,chr12,72633255,72635754,mm795,negative,yes
chr12,73050612,73052572,hg19,chr14,61120199,61122451,hs1602,negative,yes
chr12,79505603,79509359,hg19,chr14,68605699,68608457,hs1474,negative,yes
chr12,79535235,79536539,hg19,chr14,68634843,68636060,hs1392,positive,yes
chr12,79731439,79734658,hg19,chr14,68842757,68845775,hs1688,negative,yes
chr12,79795794,79798372,mm9,chr12,80896781,80899359,mm1393,negative,yes
chr12,79846272,79849070,hg19,chr14,68976404,68979383,hs1616,positive,yes
chr12,79968630,79971892,mm9,chr12,81069617,81072879,mm1359,negative,yes
chr12,83072395,83074413,mm9,chr12,84173382,84175400,mm78,negative,yes
chr12,83720783,83721675,hg19,chr14,73645468,73648977,hs2156,negative,yes
chr12,84175691,84176743,mm9,chr12,85516641,85517693,mm529,negative,yes
chr12,85435375,85436988,hg19,chr14,75703373,75705053,hs1657,negative,yes
chr12,85454385,85456659,hg19,chr14,75724424,75726998,hs1481,negative,yes
chr12,86800572,86803602,hg19,chr14,77384641,77387697,hs1466,positive,yes
chr12,86810598,86813301,mm9,chr12,88151548,88154251,mm336,negative,yes
chr12,86815545,86817582,hg19,chr14,77402795,77405507,hs1624,negative,yes
chr12,86894665,86899694,hg19,chr14,77506871,77511353,hs1903,negative,yes
chr12,88983898,88984926,mm9,chr12,90222342,90223370,mm296,negative,yes
chr12,90131977,90133515,hg19,chr14,80095739,80097310,hs1369,negative,yes
chr12,91677577,91681083,mm9,chr12,92916017,92919523,mm815,negative,yes
chr12,99338620,99341271,mm9,chr12,100576830,100579481,mm12,negative,yes
chr12,104900833,104902741,hg19,chr14,95836414,95839481,hs1486,positive,yes
chr12,104939330,104940069,mm9,chr12,106177540,106178279,mm6,negative,yes
chr12,106377315,106378522,hg19,chr14,97762544,97763744,hs352,negative,yes
chr12,106479344,106480241,hg19,chr14,97879188,97880071,hs353,negative,yes
chr12,107777919,107778911,hg19,chr14,99466200,99467144,hs622,negative,yes
chr12,108249507,108252884,hg19,chr14,100039652,100044326,hs1931,negative,yes
chr12,109507924,109510969,mm9,chr12,110746134,110749179,mm799,negative,yes
chr12,111142738,111143613,mm9,chr12,112380949,112381824,mm3,negative,yes
chr12,117805674,117806847,hg19,chr7,22091362,22092557,hs807,negative,yes
chr12,117989131,117989690,hg19,chr7,21811370,21812002,hs294,negative,yes
chr12,118499994,118501066,hg19,chr7,21239775,21240922,hs1223,negative,yes
chr12,118647248,118648362,hg19,chr7,21084342,21085460,hs701,negative,yes
chr12,118650489,118651733,hg19,chr7,21080801,21082086,hs1226,negative,yes
chr12,118702748,118704294,hg19,chr7,21019551,21021200,hs1148,positive,yes
chr12,118719669,118721136,hg19,chr7,21003280,21004750,hs110,negative,yes
chr12,118725450,118726904,hg19,chr7,20997668,20999102,hs1007,negative,yes
chr12,118834481,118836077,hg19,chr7,20838843,20840395,hs1019,negative,yes
chr12,118840045,118841445,hg19,chr7,20832628,20833902,hs844,negative,yes
chr12,118843463,118844557,hg19,chr7,20829390,20830407,hs239,negative,yes
chr13,3726204,3727216,hg19,chr10,5627988,5629809,hs2420,negative,yes
chr13,3741069,3744545,mm9,chr13,3740315,3743791,mm41,negative,yes
chr13,5840306,5842325,hg19,chr10,3851587,3853863,hs1837,positive,yes
chr13,12113964,12115326,hg19,chr1,237192467,237195956,hs2139,negative,yes
chr13,12124820,12128580,hg19,chr1,237174518,237176845,hs2138,negative,yes
chr13,12131485,12133920,hg19,chr1,237160612,237163517,hs2137,negative,yes
chr13,12365828,12370427,hg19,chr1,236802183,236804214,hs2134,negative,yes
chr13,12502078,12504879,mm9,chr13,12594345,12597146,mm1376,negative,yes
chr13,15154945,15158128,hg19,chr7,42532168,42534364,hs2079,negative,yes
chr13,15301054,15302136,hg19,chr7,42432266,42433365,hs1132,negative,yes
chr13,15342707,15344222,mm9,chr13,15434540,15436055,mm1179,positive,yes
chr13,15485451,15487169,hg19,chr7,42252831,42254560,hs1213,negative,yes
chr13,15543031,15545008,hg19,chr7,42191728,42193638,hs111,negative,yes
chr13,15548975,15550833,hg19,chr7,42185602,42187508,hs1586,positive,yes
chr13,15664354,15665305,mm9,chr13,15756187,15757138,mm652,negative,yes
chr13,16011020,16012852,mm9,chr13,16102853,16104685,mm653,negative,yes
chr13,21973105,21976611,mm9,chr13,22064974,22068480,mm743,negative,yes
chr13,26153954,26156127,hg19,chr6,23180012,23182186,hs1352,negative,yes
chr13,28415133,28417929,hg19,chr6,22148574,22151387,hs1335,negative,yes
chr13,28717646,28719441,mm9,chr13,28809515,28811310,mm265,negative,yes
chr13,28958080,28960360,hg19,chr6,21586846,21589522,hs1972,negative,yes
chr13,29609187,29611830,hg19,chr6,20867105,20870529,hs1340,negative,yes
chr13,34148088,34150183,hg19,chr6,3246856,3249920,hs2234,negative,yes
chr13,34247186,34249843,hg19,chr6,3349397,3352257,hs1391,negative,yes
chr13,34285394,34290493,mm9,chr13,34377263,34382362,mm1307,negative,yes
chr13,34827566,34828899,mm9,chr13,34919435,34920768,mm180,negative,yes
chr13,35212314,35213577,hg19,chr6,4358582,4359930,hs2060,negative,yes
chr13,37877818,37879534,hg19,chr6,7163950,7166054,hs2061,negative,yes
chr13,38170603,38171728,hg19,chr6,7561160,7562735,hs2191,negative,yes
chr13,39523268,39524849,hg19,chr6,9095334,9096985,hs1315,positive,yes
chr13,39876693,39879433,mm9,chr13,39972062,39974802,mm1403,negative,yes
chr13,40712299,40713499,hg19,chr6,10393875,10395072,hs279,negative,yes
chr13,40725554,40728254,hg19,chr6,10407432,10410045,hs1252,negative,yes
chr13,41643212,41644683,mm9,chr13,41738581,41740052,mm192,negative,yes
chr13,42258101,42259051,mm9,chr13,42353470,42354420,mm235,negative,yes
chr13,43195920,43197079,mm9,chr13,43291289,43292448,mm193,negative,yes
chr13,44911671,44913085,hg19,chr6,15508843,15511338,hs2049,negative,yes
chr13,46571320,46574349,mm9,chr13,46666689,46669718,mm132,negative,yes
chr13,46632291,46635792,mm9,chr13,46727660,46731161,mm813,negative,yes
chr13,46735395,46736634,hg19,chr6,17714698,17716584,hs2067,negative,yes
chr13,46884783,46885858,hg19,chr6,17931980,17933492,hs2405,negative,yes
chr13,47310584,47312217,hg19,chr6,18536628,18538267,hs1052,negative,yes
chr13,47367148,47369939,hg19,chr6,18612650,18614840,hs1580,negative,yes
chr13,47397122,47398796,hg19,chr6,18662790,18664038,hs1094,negative,yes
chr13,48012107,48014217,hg19,chr6,19533421,19535679,hs1542,negative,yes
chr13,48158420,48162088,hg19,chr6,19719222,19722910,hs1533,negative,yes
chr13,48383545,48384932,hg19,chr6,19976157,19977513,hs1175,negative,yes
chr13,48565958,48567063,mm9,chr13,48661327,48662432,mm939,negative,yes
chr13,48716450,48718010,mm9,chr13,48811819,48813379,mm625,negative,yes
chr13,48779624,48781302,mm9,chr13,48874993,48876671,mm922,negative,yes
chr13,51220265,51222697,mm9,chr13,51315634,51318066,mm1300,positive,yes
chr13,51920205,51921621,hg19,chr9,92292484,92293889,hs1339,positive,yes
chr13,53463204,53464850,hg19,chr5,174160174,174161834,hs1256,positive,yes
chr13,55404357,55406967,hg19,chr5,176816376,176819189,hs2229,negative,yes
chr13,55816415,55818354,hg19,chr5,134355508,134357399,hs1594,negative,yes
chr13,56159019,56161187,hg19,chr5,134769599,134772144,hs1473,positive,yes
chr13,59090184,59094158,mm9,chr13,59191545,59195519,mm14,negative,yes
chr13,60145681,60149199,mm9,chr13,60247042,60250560,mm745,positive,yes
chr13,60267007,60270395,hg19,chr9,89648350,89651598,hs1463,positive,yes
chr13,63554160,63555734,hg19,chr9,98257859,98259405,hs1258,negative,yes
chr13,63568917,63569745,hg19,chr9,98274342,98275314,hs1417,negative,yes
chr13,64205082,64205636,hg19,chr9,99277745,99278295,hs2305,negative,yes
chr13,68571528,68575350,mm9,chr13,68710405,68714227,mm1330,negative,yes
chr13,72028467,72029900,hg19,chr5,3511978,3513399,hs261,negative,yes
chr13,72264954,72266325,hg19,chr5,3226121,3227484,hs180,negative,yes
chr13,72288438,72289483,hg19,chr5,3197865,3198942,hs754,negative,yes
chr13,72297849,72299336,hg19,chr5,3186439,3187926,hs533,negative,yes
chr13,72302373,72303423,hg19,chr5,3182218,3183271,hs603,negative,yes
chr13,72305069,72305868,hg19,chr5,3179614,3180432,hs900,negative,yes
chr13,73033139,73036183,hg19,chr5,2204457,2208380,hs1327,negative,yes
chr13,73116618,73118033,hg19,chr5,2112055,2113430,hs633,negative,yes
chr13,73298274,73300313,mm9,chr13,73435722,73437761,mm68,negative,yes
chr13,77396355,77397885,hg19,chr5,93649881,93651432,hs273,negative,yes
chr13,77489934,77491150,hg19,chr5,93575407,93576629,hs272,negative,yes
chr13,77546465,77549738,mm9,chr13,77685726,77688999,mm881,negative,yes
chr13,77892213,77893534,hg19,chr5,93226985,93228322,hs271,negative,yes
chr13,78323866,78325615,hg19,chr5,92811465,92813217,hs546,positive,yes
chr13,78444588,78447859,hg19,chr5,92741502,92744743,hs1550,negative,yes
chr13,78580585,78582513,hg19,chr5,92634702,92636476,hs1172,negative,yes
chr13,78600966,78603745,hg19,chr5,92613862,92616844,hs1060,negative,yes
chr13,78657999,78659031,hg19,chr5,92536353,92537380,hs1222,negative,yes
chr13,78677946,78679173,hg19,chr5,92526066,92527353,hs1170,negative,yes
chr13,78716136,78718956,hg19,chr5,92476842,92479105,hs1560,negative,yes
chr13,78799153,78800926,hg19,chr5,92426546,92428433,hs1146,negative,yes
chr13,78935866,78937115,hg19,chr5,92314781,92316083,hs1049,negative,yes
chr13,78937243,78939010,hg19,chr5,92312840,92314645,hs1024,negative,yes
chr13,79046726,79047913,hg19,chr5,92219848,92221133,hs1153,negative,yes
chr13,79136178,79138028,hg19,chr5,92141511,92143537,hs1079,negative,yes
chr13,79272750,79274245,hg19,chr5,92035493,92036961,hs1155,negative,yes
chr13,79276256,79278385,hg19,chr5,92031088,92033197,hs1039,positive,yes
chr13,79344818,79346718,hg19,chr5,91970162,91972034,hs971,negative,yes
chr13,79363795,79364869,hg19,chr5,91940922,91942042,hs1109,positive,yes
chr13,79387207,79390321,hg19,chr5,91927845,91931024,hs1577,negative,yes
chr13,79550328,79551468,hg19,chr5,91828131,91829295,hs1162,negative,yes
chr13,79592241,79593126,hg19,chr5,91803813,91804707,hs557,negative,yes
chr13,79672965,79673969,hg19,chr5,91765018,91766129,hs1084,negative,yes
chr13,79784603,79786015,hg19,chr5,91700124,91701467,hs1034,negative,yes
chr13,79999669,80001750,hg19,chr5,91442456,91444549,hs952,negative,yes
chr13,80172719,80173904,hg19,chr5,91318623,91319730,hs806,negative,yes
chr13,80194997,80195885,hg19,chr5,91299247,91300165,hs710,negative,yes
chr13,80196158,80196966,hg19,chr5,91298184,91298993,hs682,negative,yes
chr13,80235008,80236098,hg19,chr5,91271776,91272886,hs1227,negative,yes
chr13,80333813,80334641,hg19,chr5,91194524,91195362,hs613,negative,yes
chr13,80513988,80516011,hg19,chr5,91036888,91038899,hs191,negative,yes
chr13,80622908,80623515,hg19,chr5,90928612,90929226,hs269,negative,yes
chr13,80756721,80758240,hg19,chr5,90785763,90787167,hs982,negative,yes
chr13,80788038,80789708,hg19,chr5,90768370,90769843,hs989,negative,yes
chr13,82971259,82972347,hg19,chr5,88673410,88674494,hs789,negative,yes
chr13,83132396,83134520,hg19,chr5,88548400,88550500,hs503,negative,yes
chr13,83523875,83524382,hg19,chr5,88179457,88179988,hs429,negative,yes
chr13,84059504,84060616,hg19,chr5,87692154,87693265,hs268,negative,yes
chr13,84570409,84572168,hg19,chr5,87239942,87241645,hs267,negative,yes
chr13,84638984,84639971,hg19,chr5,87168414,87169433,hs266,negative,yes
chr13,84751365,84753075,hg19,chr5,87083012,87084752,hs853,negative,yes
chr13,84781785,84785966,mm9,chr13,84921390,84925571,mm1334,negative,yes
chr13,91186994,91190170,hg19,chr5,81318882,81321683,hs1432,positive,yes
chr13,94595530,94597247,hg19,chr5,77267384,77269206,hs265,negative,yes
chr13,94701861,94702913,hg19,chr5,77147580,77148599,hs264,negative,yes
chr13,94705528,94708909,hg19,chr5,77141743,77145131,hs1783,negative,yes
chr13,94709855,94710892,hg19,chr5,77139721,77140742,hs263,negative,yes
chr13,94816165,94818069,hg19,chr5,77020605,77022508,hs172,negative,yes
chr13,94868896,94869433,hg19,chr5,76940836,76941396,hs262,negative,yes
chr13,94873845,94874878,hg19,chr5,76935225,76936266,hs695,negative,yes
chr13,105537275,105539272,mm9,chr13,106327355,106329352,mm5,negative,yes
chr13,111345678,111346779,hg19,chr5,56678793,56679854,hs2057,negative,yes
chr13,111952900,111955571,mm9,chr13,112743108,112745779,mm45,positive,yes
chr13,111989321,111993363,hg19,chr5,55896173,55899069,hs1638,negative,yes
chr13,113243521,113248071,hg19,chr5,54237176,54239729,hs1820,negative,yes
chr13,115686619,115688040,mm9,chr13,116476827,116478248,mm933,negative,yes
chr13,115976804,115978242,hg19,chr5,50960132,50961567,hs543,negative,yes
chr13,116086722,116088319,hg19,chr5,50854444,50856213,hs1419,negative,yes
chr13,116278491,116280025,hg19,chr5,50707567,50709204,hs509,negative,yes
chr13,116497242,116498254,hg19,chr5,50481472,50482478,hs586,negative,yes
chr13,116514003,116515995,hg19,chr5,50467950,50469989,hs1321,negative,yes
chr13,116575050,116576419,hg19,chr5,50390899,50392257,hs1187,negative,yes
chr13,116632749,116634333,hg19,chr5,50335050,50336643,hs215,negative,yes
chr13,118515838,118517025,mm9,chr13,119304645,119305832,mm463,negative,yes
chr13,118713611,118715013,hg19,chr5,44389166,44390467,hs516,positive,yes
chr13,118735524,118737413,mm9,chr13,119524331,119526220,mm917,positive,yes
chr13,118805891,118807124,mm9,chr13,119594698,119595931,mm918,negative,yes
chr13,118893846,118894760,mm9,chr13,119682653,119683567,mm606,negative,yes
chr14,11775621,11779078,hg19,chr3,61793891,61797865,hs2098,negative,yes
chr14,12337474,12338440,hg19,chr3,62350726,62351718,hs434,negative,yes
chr14,12346491,12347182,hg19,chr3,62359866,62360569,hs435,negative,yes
chr14,12392521,12394811,hg19,chr3,62405817,62408099,hs1316,negative,yes
chr14,13770325,13771435,hg19,chr3,63672828,63674786,hs1387,negative,yes
chr14,21252003,21253228,hg19,chr10,76177765,76179000,hs595,negative,yes
chr14,21462243,21463695,hg19,chr10,76513161,76514681,hs1500,positive,yes
chr14,21853194,21853685,mm9,chr14,22672416,22672907,mm413,negative,yes
chr14,21865850,21867377,hg19,chr10,77021198,77022845,hs1437,positive,yes
chr14,21966828,21968239,hg19,chr10,77138246,77139684,hs319,negative,yes
chr14,21990859,21991990,hg19,chr10,77164564,77165639,hs484,positive,yes
chr14,22113215,22115951,mm9,chr14,22932437,22935173,mm414,positive,yes
chr14,22457274,22458561,hg19,chr10,77683451,77684636,hs795,negative,yes
chr14,22505360,22506121,hg19,chr10,77726861,77727618,hs320,negative,yes
chr14,22576141,22579755,hg19,chr10,77793903,77797889,hs1679,negative,yes
chr14,22744936,22746392,hg19,chr10,77989996,77991469,hs321,negative,yes
chr14,22780722,22784636,hg19,chr10,78039254,78043785,hs1678,negative,yes
chr14,22906034,22908415,hg19,chr10,78156517,78158752,hs1683,negative,yes
chr14,23040563,23041478,hg19,chr10,78301864,78302766,hs815,negative,yes
chr14,23094627,23095917,hg19,chr10,78390590,78391875,hs748,negative,yes
chr14,23400710,23402961,mm9,chr14,24219932,24222183,mm932,negative,yes
chr14,23486013,23486602,mm9,chr14,24305235,24305824,mm415,negative,yes
chr14,23493824,23494811,mm9,chr14,24313046,24314033,mm416,negative,yes
chr14,23520146,23521598,mm9,chr14,24339368,24340820,mm417,negative,yes
chr14,24616741,24620772,hg19,chr10,79935570,79940095,hs2223,negative,yes
chr14,24647084,24649277,hg19,chr10,79972390,79977332,hs1974,negative,yes
chr14,24649772,24652271,mm9,chr14,25468997,25471496,mm794,negative,yes
chr14,24985263,24987167,hg19,chr10,80295449,80297087,hs1491,positive,yes
chr14,25524623,25526558,mm9,chr14,26344109,26346044,mm223,negative,yes
chr14,25584835,25588921,hg19,chr10,80980316,80984042,hs1767,negative,yes
chr14,27367009,27367960,hg19,chr3,56802413,56804092,hs1512,negative,yes
chr14,28501107,28502535,hg19,chr3,55524543,55526260,hs1472,negative,yes
chr14,28972335,28973646,hg19,chr3,55017475,55018560,hs1436,positive,yes
chr14,31232335,31234714,hg19,chr3,52461982,52465131,hs2179,negative,yes
chr14,32598254,32599722,hg19,chr10,50603805,50605254,hs318,negative,yes
chr14,32770675,32771522,hg19,chr10,50413448,50414305,hs753,negative,yes
chr14,45825150,45827947,hg19,chr14,53833457,53836210,hs1151,positive,yes
chr14,45943840,45945127,mm9,chr14,46563515,46564802,mm384,positive,yes
chr14,46017040,46020810,hg19,chr14,54035953,54040896,hs1629,negative,yes
chr14,46223997,46224959,mm9,chr14,46843672,46844634,mm385,negative,yes
chr14,46247450,46249128,mm9,chr14,46867125,46868803,mm386,negative,yes
chr14,46386734,46387665,hg19,chr14,54419578,54420499,hs2324,negative,yes
chr14,46605651,46606520,hg19,chr14,54687583,54688495,hs1414,positive,yes
chr14,46610670,46611777,mm9,chr14,47230345,47231452,mm387,negative,yes
chr14,48707510,48711185,hg19,chr14,57320664,57324319,hs1579,negative,yes
chr14,48799224,48801650,hg19,chr14,57419008,57421445,hs1150,negative,yes
chr14,48814603,48816118,hg19,chr14,57430887,57432346,hs1218,negative,yes
chr14,48852340,48856614,hg19,chr14,57474144,57478090,hs1791,negative,yes
chr14,52547407,52549170,hg19,chr14,22171275,22173297,hs1705,negative,yes
chr14,54938004,54941428,hg19,chr14,23847667,23850830,hs2153,negative,yes
chr14,54996106,54997707,hg19,chr14,23906587,23908214,hs1670,negative,yes
chr14,55003667,55004830,hg19,chr14,23911613,23912923,hs2330,negative,yes
chr14,60552726,60556031,mm9,chr14,61171563,61174868,mm1122,negative,yes
chr14,61004739,61005741,mm9,chr14,61623576,61624578,mm7,negative,yes
chr14,63062164,63063066,mm9,chr14,63681001,63681903,mm244,negative,yes
chr14,63206722,63207170,hg19,chr8,11604182,11604695,hs508,negative,yes
chr14,63367789,63369845,mm9,chr14,63986626,63988682,mm245,negative,yes
chr14,65245074,65246193,hg19,chr8,28370867,28371860,hs1329,negative,yes
chr14,65749306,65750500,hg19,chr8,27752440,27753351,hs1741,positive,yes
chr14,67361025,67362565,hg19,chr8,25775160,25776669,hs231,negative,yes
chr14,69522690,69523937,mm9,chr14,69922497,69923744,mm181,negative,no
chr14,69536074,69537250,mm9,chr14,69935881,69937057,mm215,negative,no
chr14,70634499,70635319,hg19,chr8,21907426,21908282,hs781,negative,yes
chr14,70639991,70641194,hg19,chr8,21901089,21902326,hs782,negative,yes
chr14,70683795,70684840,hg19,chr8,21845388,21846455,hs783,positive,yes
chr14,73233956,73236326,mm9,chr14,73633763,73636133,mm1341,positive,yes
chr14,78287852,78289553,hg19,chr13,43167371,43169597,hs1393,negative,yes
chr14,89862491,89863428,hg19,chr13,63681506,63682317,hs614,negative,yes
chr14,91108402,91109355,hg19,chr13,65102774,65103757,hs874,negative,yes
chr14,92678515,92679505,hg19,chr13,66609799,66610748,hs881,negative,yes
chr14,94521150,94522546,hg19,chr13,68429117,68430526,hs575,negative,yes
chr14,97086235,97087505,hg19,chr13,71343609,71344868,hs126,positive,yes
chr14,97100876,97102241,hg19,chr13,71358093,71359507,hs540,negative,yes
chr14,97329515,97330680,hg19,chr13,71533037,71534195,hs882,negative,yes
chr14,97488749,97491425,hg19,chr13,71722458,71724962,hs128,negative,yes
chr14,97537587,97538095,hg19,chr13,71774848,71775368,hs129,negative,yes
